Gene,"Maximum likelihood (kon, koff, ksyn)","Burst frequency from Profile Likelihood (estimate, and lower and upper confidence interval)","Burst size from Profile Likelihood (point estimate, and lower and upper confidence interval)",Mean expression
Fgd1,[ 0.41000993  0.74668313 12.48577526],[0.41000993 0.26791111 0.61329514],[16.72165181  9.60767067 29.63510362],4.43
Fgd2,[1.71052836e-02 1.39095543e+01 3.42594727e+01],[0.00085526        nan        nan],[2.53690781        nan        nan],0.04
Fgd4,[ 0.33716066 17.12284691 20.07497322],[0.35401869 0.23156113 0.55556328],[1.1020641  0.66492436 1.78441854],0.39
Fgd5,[ 0.09294664 10.96566699 13.92522711],[0.09294664 0.04687268 0.1619916 ],[1.26989331        nan        nan],0.12
Fgd6,[ 0.20377304 22.9093371  26.72277572],[0.01018865        nan        nan],[2.07629494        nan        nan],0.24
Fgf10,[0.01903165 1.15084862 9.34068168],[0.01903165 0.00708042 0.04993051],[ 8.11634258  2.33154971 27.44860557],0.15
Fgfr1op2,[0.6798284  1.70225837 5.92160781],[0.6798284  0.40504176 1.16646359],[3.47867745 1.54120749 7.31216985],1.69
Fgfr2,[5.10612089e-02 3.26199964e+01 6.12175830e+01],[0.05106121 0.02511131 0.10648206],[1.87668884 0.78494281 5.04677296],0.1
Fgfr4,[0.03964727 0.40168703 1.27766979],[6.9388939e-18           nan           nan],[12.62761458         nan         nan],0.11
Fggy,[ 0.02851673 16.43676184 18.32329041],[0.00142584        nan        nan],[1.1482182       nan       nan],0.03
Fh1,[ 1.03625527  3.90316304 12.01578476],[1.03625527 0.70457386 1.6369267 ],[3.0784737  1.53865057 5.51494861],2.52
Fhl1,[ 3.26807286  3.00873923 30.42787746],[3.26807286 2.2583409  5.0686344 ],[10.11316538  4.70340285 18.48832407],15.84
Fhod1,[0.16976611 1.01774093 3.80096108],[5.55111512e-17            nan            nan],[14.82677475         nan         nan],0.54
Fhod3,[0.24273999 0.7240673  4.47049548],[0.24273999 0.14035016 0.38755911],[ 6.17414358  3.3832649  12.09191355],1.12
Fibp,[1.25372143 1.87537781 8.50922981],[1.25372143 0.82004639 2.03553301],[4.53734163 2.05331659 8.88306936],3.41
Fig4,[  1.09224892 142.00488648 178.92104349],[1.09224892 0.8218672  1.50397755],[1.25996399 0.90434636 1.73241702],1.37
Figf,[ 0.05090464 21.15817601 49.30708164],[6.9388939e-18           nan           nan],[2.33040323 1.01154248 6.2306278 ],0.12
Fignl1,[ 0.8359755   4.44152726 15.46786865],[0.8359755  0.60507057 1.22686385],[3.48255628 1.98617296 5.58011936],2.45
Filip1l,[0.04601199 2.16786973 3.14274692],[1.38777878e-17            nan            nan],[1.44969362        nan        nan],0.07
Fip1l1,[ 0.97458288  1.52610896 16.01365395],[0.97458288 0.75472737 1.27067115],[10.49312621  7.04285787 15.21616482],6.24
Fis1,[ 0.18418804  1.58466555 30.80142579],[0.18418804 0.13992883 0.24073222],[19.43717768 13.78311183 27.65684653],3.21
Fitm2,[0.16688668 1.04207283 1.55849712],[5.55111512e-17            nan            nan],[1.49557409        nan        nan],0.22
Fiz1,[1.01853609 1.39992393 4.31594981],[1.01853609 0.47778649 2.2180712 ],[3.0829888  0.88019791 9.87006122],1.82
Fkbp11,[0.21108474 0.80051145 3.32607345],[0.21108474 0.09361288 0.37758727],[ 4.15493551  2.01165906 10.79037609],0.69
Fkbp14,[ 0.04797434 13.73181926 21.06083594],[2.77555756e-17            nan            nan],[2.82205419        nan        nan],0.07
Fkbp15,[0.35492633 1.0303528  4.62183394],[0.35492633 0.2223774  0.55925399],[4.48568094 2.44797222 8.16547342],1.18
Fkbp1a,[ 2.39799398  5.98089448 27.81123163],[2.39799398 1.68744795 3.76811448],[4.65001208 2.14631849 8.31346623],7.96
Fkbp3,[  2.84635081   6.03413465 154.48921316],[2.84635081 2.300203   3.58616359],[25.60254651 17.47044363 35.11039034],49.52
Fkbp4,[   2.25315324  191.47592323 1582.05787766],[2.25315324 1.91272308 2.65516354],[8.26243765 6.95954302 9.90380766],18.4
Fkbp5,[  1.23575265 156.62523068 251.46750581],[1.23575265 0.95424613 1.62775729],[1.60553638 1.19988086 2.14093853],1.97
Fkbp8,[  1.61847518 338.15605456 466.02272176],[1.61847518 1.2415224  2.18821713],[1.37812917 1.00201473 1.83732603],2.22
Fkbp9,[1.72752976 1.73520871 5.24971855],[1.72752976 0.58748149 5.46758328],[0.39330336        nan        nan],2.62
Fktn,[ 0.18523612 42.85543354 82.71865799],[0.18523612 0.12542022 0.28203193],[1.930179   1.17202817 3.22055009],0.36
Flii,[0.37806731 0.97205952 6.00383052],[0.37806731 0.26805473 0.53528903],[6.17640218 3.88074704 9.65522512],1.68
Flna,[   1.9563662   494.14140417 1243.414448  ],[1.9563662  1.6000846  2.40623434],[2.51631302 2.02082835 3.14743272],4.9
Flnb,[  1.76889619 175.38992026 493.5601451 ],[1.857341   1.44260747 2.18105818],[2.8140736  2.26865834 3.48745732],4.93
Flnc,[ 0.03522489 15.09615724 22.63725954],[0.00176124        nan        nan],[1.54452401 0.47044631 5.61951074],0.05
Flot2,[ 1.00280912 17.76389052 25.55871183],[1.00280912 0.61581769 1.47473564],[1.43880147 0.92486118 2.96666995],1.37
Flrt1,[1.31514466e-02 1.01432594e+01 4.04258365e+01],[5.20417043e-18            nan            nan],[4.10505241        nan        nan],0.05
Flywch1,[ 0.1879671  29.53511671 96.19175333],[0.20676381 0.13056149 0.2636441 ],[3.15915463 1.89855947 5.50649722],0.61
Fmn1,[0.02285516 1.16022949 5.33278864],[1.04083409e-17            nan            nan],[4.59632227        nan        nan],0.1
Fmn2,[ 0.33141612 22.29294007 26.32863498],[0.34798693 0.2180945  0.5558863 ],[1.14559927 0.66285301 1.93801989],0.39
Fmnl1,[ 0.03362048 14.12822044 22.34343534],[0.0353015  0.0131584  0.09519502],[1.58147556 0.48354089 5.73899066],0.05
Fmo5,[2.62449227e-02 1.38150716e+01 3.32233762e+01],[3.46944695e-18            nan            nan],[2.47701051 0.84828784 8.80637142],0.06
Fmr1,[ 0.6227699   5.02399064 14.04929844],[0.6227699  0.38893582 1.02567068],[2.796442   1.45778591 5.32386868],1.55
Fn1,[3.63558750e+00 5.85272618e+02 4.24022846e+03],[3.6355875  3.09562386 4.2838029 ],[7.24487757 6.12785725 8.59593391],26.18
Fnbp1l,[0.37496218 0.82803864 4.90524125],[0.37496218 0.22790928 0.59703426],[ 5.92392793  3.15663163 11.34579992],1.53
Fnbp4,[0.28013622 0.29416287 6.24293474],[0.28013622 0.16657826 0.43978638],[21.2227148  11.54978544 41.44099107],3.05
Fndc1,[0.03959256 1.7139842  1.87961738],[6.9388939e-18           nan           nan],[2.24810452        nan        nan],0.04
Fndc3a,[ 0.30657309  8.20339421 23.16734595],[0.30657309 0.19185895 0.45565872],[2.82411711 1.74531533 5.22988109],0.83
Fndc3b,[ 0.15595992  2.99856531 10.26368784],[0.15595992 0.09484153 0.25479374],[3.42286619 1.85464299 6.31025355],0.51
Fnip1,[0.3915344  2.37674332 6.75383733],[0.3915344  0.22766884 0.7002008 ],[2.84163513 1.3176009  5.73017737],0.96
Fnta,[  1.62978111 328.5276605  614.85894325],[1.71127017 1.31456735 2.1555221 ],[1.81541236 1.38834704 2.35982843],3.04
Folr1,[ 0.98920434  8.49301012 23.09322105],[0.98920434 0.69372659 1.412557  ],[2.71908554 1.69967173 4.6051857 ],2.41
Foxj2,[0.08893583 1.89171116 2.8754973 ],[0.00444679        nan        nan],[6.03460219        nan        nan],0.13
Foxk2,[0.48721933 2.82768363 4.22564573],[0.48721933 0.19468105 1.00049511],[1.4943842  0.61303981 4.92115911],0.62
Foxm1,[  0.49038952  96.57510571 124.7732242 ],[0.49038952 0.34546168 0.74081916],[1.2532218  0.82041424 1.94682422],0.63
Foxo1,[0.25683978 0.43745285 3.24638404],[0.25683978 0.07943839 0.52301833],[7.42110625        nan        nan],1.2
Foxp1,[ 0.56924606 10.97031073 11.97893123],[0.56924606 0.23972637 0.96902538],[1.09194092 0.590573   3.47294137],0.59
Foxp4,[1.09058111 2.77993525 5.67708161],[1.09058111 0.47601207 2.33851019],[2.04216326 0.68797112 7.29454829],1.6
Foxq1,[6.62062668e-03 5.76833421e+01 5.07973554e+02],[0.00430341 0.00113751 0.01153989],[13.03324032         nan         nan],0.06
Foxred1,[1.16882437 2.2647212  5.97326652],[1.16882437 0.58803834 2.50861691],[2.63752842 0.81142273 7.77029404],2.03
Foxred2,[0.06822505 2.70359154 6.56973351],[0.06822505 0.02371673 0.14239529],[2.43000224 1.00489232 7.59207485],0.16
Fpgs,[0.39312754 1.42196784 4.41375914],[0.39312754 0.13952502 0.79590437],[ 3.10397958  1.20903228 11.58168507],0.96
Fras1,[8.66923785e-03 1.09240710e+01 2.69393739e+01],[0.00866924 0.0021109  0.04015021],[2.54003797        nan        nan],0.02
Frem2,[2.37285956e-02 6.68652636e+00 2.99651714e+01],[0.00118643        nan        nan],[ 4.61586852  1.69905137 15.59622163],0.11
Frg1,[ 0.72886608  1.47428781 14.64473893],[0.72886608 0.53816439 0.97778677],[ 9.9334328   6.4006845  15.61871291],4.84
Frmd4a,[ 0.14914447 23.93122692 54.07851702],[0.1566017  0.09683564 0.20483892],[2.12416213 1.21900937 3.99140715],0.33
Frmd4b,[  0.46264974  84.78611788 118.67531915],[0.46264974 0.32583081 0.67202559],[1.39970224 0.92463282 2.12225123],0.64
Frrs1,[1.50159788 1.17789658 7.38787866],[1.50159788 0.89373452 2.76533239],[ 6.2720945   2.21994512 14.87345793],4.14
Frs2,[0.08541542 0.64835205 4.83912652],[0.08541542 0.03390439 0.17360403],[ 7.46373294  3.16682485 20.63868309],0.56
Fryl,[0.30171613 1.30711281 4.47688581],[0.30171613 0.17227022 0.51313114],[3.42501868 1.70141403 6.88495509],0.84
Fscn1,[ 1.06060437  2.18733802 13.48902601],[1.06060437 0.79331754 1.46807367],[6.16686852 3.67854363 9.53620378],4.4
Fst,[ 0.63242155 54.9665533  88.95848228],[0.63242155 0.47194121 0.8002431 ],[1.61841114 1.14175058 2.28405661],1.01
Fstl1,[ 0.94962429  3.76151587 14.57271692],[0.94962429 0.68682518 1.4025571 ],[3.87416069 2.11321119 6.24720936],2.94
Fto,[  0.77492542 432.51571073 744.38382311],[0.81367169 0.64683938 1.09242361],[1.61779278 1.17190202 2.24014649],1.33
Ftsj1,[  1.35215617 154.11483925 342.48823423],[1.41976398 1.08433015 1.73170954],[2.22229239 1.73510287 2.84878379],2.98
Ftsj2,[0.33685255 0.45550102 2.50629343],[0.01684263        nan        nan],[5.50227838        nan        nan],1.07
Ftsj3,[  2.20212602 176.45988168 466.81362539],[2.31223232 1.78422629 2.74845666],[2.64543771 2.12585523 3.31258295],5.75
Fubp1,[  1.90994478  22.49251636 119.45823764],[1.90994478 1.43873176 2.42314966],[5.31102148 3.99377343 8.40278513],9.35
Fuca1,[ 1.30866813  8.19023185 10.19503514],[1.30866813 0.73103751 2.26563354],[1.2447798  0.61404923 3.04800819],1.4
Fuca2,[ 0.22620333  0.41652477 12.52298305],[0.22620333 0.15784343 0.31237898],[30.0653981  19.74425811 47.73912759],4.41
Fundc1,[0.35899832 1.16952363 7.9829451 ],[0.35899832 0.24762007 0.51462536],[ 6.82580916  4.18441813 11.15473888],1.87
Fundc2,[0.03105238 0.17008504 5.41917591],[0.00155262        nan        nan],[31.86156706         nan         nan],0.84
Furin,[0.1193982  0.64564285 1.18174929],[5.55111512e-17            nan            nan],[7.2664704       nan       nan],0.18
Fus,[ 1.63623609  4.67271122 45.17625788],[1.63623609 1.29935684 2.11726168],[ 9.66810396  6.32210447 13.65495574],11.72
Fut10,[0.26211439 2.39500935 2.80268   ],[1.11022302e-16            nan            nan],[4.6457604       nan       nan],0.28
Fut8,[ 0.50313549 74.83741982 82.36801187],[0.50313549 0.33896823 0.78296978],[1.10062602 0.67753944 1.74173441],0.55
Fxn,[0.24781242 0.6216395  4.94183401],[0.24781242 0.15943204 0.36832563],[ 7.9496782   4.78735179 13.73022509],1.41
Fxr1,[ 0.72457851  1.68879418 33.121692  ],[0.72457851 0.59144944 0.88877066],[19.61262801 14.9159957  25.54090151],9.94
Fxr2,[2.99700083 3.30836915 7.02808155],[2.99700083 1.03942952 9.63112982],[0.27616344        nan        nan],3.34
Fxyd2,[1.88758166e-02 1.18859936e+01 2.93303321e+01],[0.00094379        nan        nan],[2.54166736        nan        nan],0.05
Fxyd5,[0.0444849  0.53628575 2.98829945],[0.00222425        nan        nan],[5.57221488        nan        nan],0.23
Fxyd6,[0.2763714  2.93546058 7.22228802],[0.2763714  0.15912061 0.46847304],[2.46035939 1.28548942 4.87388124],0.62
Fyco1,[0.12899503 0.61608054 5.23774125],[0.12899503 0.070037   0.20652399],[ 8.50171508  4.77998535 17.22067312],0.91
Fyn,[ 0.358869   57.266763   73.90349177],[0.358869   0.24322578 0.55055861],[1.29051282 0.80283366 2.06038825],0.46
Fyttd1,[  0.92304966 266.12089849 453.30687179],[0.92304966 0.71534279 1.21488066],[1.70338697 1.25918352 2.28600102],1.57
Fzd2,[ 0.05977763 15.77401588 16.81307922],[3.46944695e-17            nan            nan],[4.23151118        nan        nan],0.06
Fzd5,[3.86173140e-01 2.45013926e+02 8.66503671e+02],[0.38617314 0.33103491 0.49823951],[3.53654866 2.61740961 4.85282955],1.36
Fzd9,[ 0.06935054 22.83553231 29.5913849 ],[0.00346753        nan        nan],[1.29584826 0.50058928 3.58232713],0.09
G2e3,[0.22243578 0.25878947 4.09035172],[0.22243578 0.11891707 0.35967928],[15.80571169  8.59207426 33.82904675],1.89
G3bp2,[ 1.2148164   1.25359089 48.48782374],[1.2148164  1.0040385  1.47364138],[38.67914496 29.56600249 50.29982702],23.86
G6pdx,[ 1.71868528  3.24633381 16.12053403],[1.71868528 1.203348   2.61896171],[4.96576598 2.42572235 8.83884113],5.58
Gab1,[  1.759973   242.08742621 322.08768094],[1.759973   1.37010589 2.33267812],[1.33046018 0.99010749 1.74617115],2.32
Gabbr1,[0.31055577 0.3631387  2.55457652],[0.01552779        nan        nan],[7.03471296        nan        nan],1.18
Gabpa,[0.76529539 1.62633559 4.72421101],[0.76529539 0.41774279 1.44946043],[2.9048193  1.08840096 7.0046171 ],1.51
Gabpb1,[0.30329046 2.54682714 4.86698001],[0.30329046 0.11704324 0.54684216],[1.91099739 0.87826149 6.0830673 ],0.52
Gabpb2,[  0.74327156 231.02896239 278.63719241],[0.81759872 0.59013911 1.1789836 ],[1.06134195 0.71973895 1.55085673],0.89
Gabrb3,[ 0.03534442 13.5434881  32.77878922],[0.00176722        nan        nan],[2.42026197 0.96598004 7.28096026],0.09
Gad1,[ 0.090236   20.26472552 43.79954664],[1.38777878e-17            nan            nan],[2.16136886 1.1448743  4.45822501],0.19
Gadd45a,[  0.60730507  83.26735251 102.92399451],[0.66803558 0.45437973 0.90328365],[1.19898462 0.78495411 1.74705964],0.75
Gadd45b,[0.40340573 4.28090715 9.11458239],[0.40340573 0.24529226 0.65555427],[2.12912406 1.14595721 4.05992059],0.78
Gadd45g,[2.65220198e-02 1.35505465e+01 3.25961610e+01],[0.0013261       nan       nan],[2.47768944 0.84816751 8.79704291],0.06
Gadd45gip1,[  2.37205592 254.89863757 647.76206203],[2.37205592 1.95660747 2.93431091],[2.54125353 2.02816548 3.14766075],5.97
Gak,[0.29059008 1.29426943 6.06725097],[0.29059008 0.19285904 0.44575699],[4.68778047 2.66644567 7.84578843],1.11
Gal3st1,[ 0.02852122 16.48974651 18.38086137],[1.73472348e-17            nan            nan],[4.42529663        nan        nan],0.03
Galk1,[  1.03217246  74.1940752  385.50108614],[1.03217246 0.81001288 1.23902028],[5.19584731 4.22330251 6.45271576],5.29
Galk2,[0.52320921 1.37107253 4.32448978],[0.52320921 0.27933868 0.9291072 ],[3.15409265 1.38728742 7.40547143],1.19
Galnt10,[0.33138522 2.63809464 2.78821658],[0.01656926        nan        nan],[1.05690544        nan        nan],0.31
Galnt12,[0.17075217 0.88971644 3.27826983],[0.17075217 0.06018688 0.33927377],[ 3.68462321  1.58183203 12.0106044 ],0.53
Galnt2,[ 0.56419659  5.71963391 10.99867392],[0.56419659 0.334174   0.9182065 ],[1.92296816 1.04875836 3.91494516],0.99
Galnt6,[0.72787692 1.64814093 3.80816689],[0.72787692 0.23567221 1.67787571],[2.31058329        nan        nan],1.17
Galnt9,[ 0.02881476 16.11606929 17.97277679],[3.46944695e-18            nan            nan],[1.14866471        nan        nan],0.03
Gan,[0.1112391  0.17711481 1.48124598],[0.00556196        nan        nan],[27.43128532         nan         nan],0.57
Ganab,[0.44344799 0.35597173 8.53275653],[0.44344799 0.30917163 0.61734319],[23.9703209  15.06757958 39.54251454],4.73
Ganc,[0.16508177 2.62924922 3.27678033],[0.00825409        nan        nan],[1.24627985        nan        nan],0.19
Gapvd1,[ 0.60337717  2.58894498 13.07242093],[0.60337717 0.24371211 0.90015376],[ 5.04932358  2.84633849 18.89337823],2.47
Gar1,[  1.14711019  67.602532   200.67165254],[1.14711019 1.19964499 1.4578678 ],[2.96840439 2.34320801 3.7627283 ],3.35
Gars,[  2.21634884 189.93089758 690.83202213],[2.21634884 1.85472353 2.68263121],[3.63728088 2.97193817 4.43185994],7.97
Gart,[ 1.304863    1.45244293 24.92173293],[1.304863   1.02316551 1.67090823],[17.1584938  11.77745166 24.56363221],11.79
Gas2l1,[ 0.97045939 36.56024035 46.40890774],[0.97045939 0.52841469 1.49123163],[1.26938191 0.78673047 3.08822267],1.2
Gas2l3,[1.081992   2.64489396 2.80389724],[0.0540996       nan       nan],[1.06011707        nan        nan],0.81
Gas5,[ 1.0100526   1.17311384 44.98508361],[1.0100526  0.8234711  1.23551185],[38.34673343 28.61954568 51.15885713],20.81
Gas6,[ 0.40906422 59.88426479 87.26549434],[0.40906422 0.28962004 0.59149315],[1.4572358  0.96145943 2.20518066],0.59
Gas8,[0.06992195 0.64630673 4.37331269],[0.0034961       nan       nan],[6.9696196       nan       nan],0.43
Gata2,[ 0.04100526  1.66216282 15.50557842],[0.04100526 0.02367491 0.07194643],[ 9.32855568  4.67582409 18.96728654],0.37
Gatad2a,[ 1.21975989  6.36369796 20.918158  ],[1.21975989 0.87938921 1.78876667],[3.2871073  1.94583946 5.42151558],3.36
Gatsl3,[ 1.02490428 69.52670938 74.83770547],[1.07614949 0.75012613 1.48573579],[1.07638785 0.71389657 1.53170882],1.09
Gba,[0.92862235 1.85798228 2.01203657],[0.04643112        nan        nan],[0.14077893        nan        nan],0.67
Gba2,[0.36248565 6.57780166 9.67639334],[0.36248565 0.16301189 0.6144997 ],[1.47106797 0.80246636 4.02704411],0.51
Gbe1,[ 0.07310212 20.21319951 38.16518292],[0.00365511        nan        nan],[1.88813171 0.90449223 4.3243496 ],0.14
Gbf1,[ 0.78866073  5.1965542  12.48192224],[0.78866073 0.51009429 1.22379081],[2.40196133 1.35494626 4.54734329],1.64
Gbp2,[5.58825699e-03 8.04019227e+00 4.43840567e+01],[6.07153217e-18            nan            nan],[5.68588125        nan        nan],0.03
Gcat,[ 1.5694242   5.76000751 23.09411264],[1.5694242  1.14279645 2.31910735],[4.00938933 2.21413183 6.59588166],4.95
Gcc1,[ 0.19420368 10.26402553 15.39789704],[0.20391386 0.13005014 0.33535652],[1.50018109 0.78208084 3.27380543],0.29
Gcc2,[0.4218223  1.04063694 9.06713649],[0.4218223  0.30940255 0.57684234],[ 8.71306422  5.68189648 13.18333728],2.62
Gcdh,[  1.05870215 194.61278814 535.66387912],[1.11163726 0.87577105 1.39237521],[2.58731223 2.02595328 3.39713808],2.9
Gch1,[1.76398805e-02 1.28329678e+01 3.16518022e+01],[1.04083409e-17            nan            nan],[2.5404378       nan       nan],0.04
Gclm,[0.22992683 0.47524338 3.53096224],[0.22992683 0.07876932 0.43290754],[ 7.42979776  3.29058388 26.35093182],1.15
Gcnt2,[ 0.78879466 37.702079   60.26631288],[0.70991519 0.39523544 1.10577072],[1.59848779 1.08052257 2.26475906],1.24
Gcsh,[ 0.63381071  0.85296125 14.77369774],[0.63381071 0.48848913 0.81813324],[17.32047938 11.90177672 25.26116586],6.3
Gdap2,[  0.17727866  71.51766519 115.77273528],[0.17727866 0.11717343 0.29120175],[1.57023517 0.9056177  2.83359456],0.29
Gde1,[0.1932923  0.39511848 3.01200225],[0.1932923  0.05278793 0.36824249],[7.62303554        nan        nan],0.99
Gdf3,[ 1.35038762 18.50600927 98.89587319],[1.417907   1.11408548 1.73394031],[5.02334779 3.82416919 7.17673195],6.73
Gdi1,[1.28441403 1.69542207 8.90817927],[1.28441403 0.77734857 2.34373101],[ 5.25425465  1.91273611 11.71754379],3.84
Gdi2,[ 3.084347   32.97155945 51.98346848],[3.084347   1.81353754 4.44552693],[1.5766154  0.99873363 3.97040125],4.45
Gdpd2,[ 0.03519809 15.14075053 22.72465159],[1.38777878e-17            nan            nan],[1.54592014 0.47035102 5.61960809],0.05
Gdpd3,[ 0.03435128 15.75955851 24.35182698],[0.00171756        nan        nan],[1.54520997 0.48239663 5.73971876],0.05
Gem,[8.48607108e-03 1.24514607e+01 3.07538421e+01],[0.0004243       nan       nan],[2.54399529        nan        nan],0.02
Gemin4,[0.46309471 4.34474279 9.48943695],[0.46309471 0.28748778 0.76035831],[2.18411939 1.1789888  4.0971185 ],0.91
Gemin7,[  1.28951056 100.96099836 134.14383552],[1.35398608 0.91649167 1.83316343],[1.28880976 0.93008719 1.76393062],1.69
Gen1,[0.15939764 1.12406489 3.1881493 ],[0.00796988        nan        nan],[11.25998406         nan         nan],0.4
